CNPJ,Razão Social,Capital Social,Porte,Natureza Jurídica,Atividade Principal,Município,UF
,GLOBO COMUNICACAO E PARTICIPACOES S/A,6983568523.86,Demais,Sociedade Anônima Fechada,Atividades de televisão aberta,Rio de Janeiro,RJ
